timestamp,t_rel,client_id,ground_truth_class,text_len,max_new_tokens,status_code,latency_ms,model_ms,error
2026-09-08T19:21:49.613673+00:00,15.283,legit-000,legitimate,55,16,200,1325.54,363.63,
2026-09-08T19:21:49.730783+00:00,15.4,atk-010,attack,41,16,503,3.85,,
2026-09-08T19:21:49.755313+00:00,15.424,atk-006,attack,36,16,200,1451.8,377.5,
2026-09-08T19:21:49.831533+00:00,15.501,atk-000,attack,41,16,503,3.36,,
2026-09-08T19:21:49.881633+00:00,15.551,atk-001,attack,55,16,503,2.79,,
2026-09-08T19:21:49.932809+00:00,15.602,atk-002,attack,38,16,503,2.82,,
2026-09-08T19:21:49.973129+00:00,15.642,legit-003,legitimate,38,16,200,1541.71,358.88,
2026-09-08T19:21:49.983072+00:00,15.652,atk-003,attack,35,16,503,2.56,,
2026-09-08T19:21:50.034157+00:00,15.703,atk-004,attack,38,16,503,2.85,,
2026-09-08T19:21:50.085822+00:00,15.755,atk-005,attack,55,16,503,3.31,,
2026-09-08T19:21:50.136986+00:00,15.806,atk-000,attack,55,16,200,918.95,377.89,
2026-09-08T19:21:50.187588+00:00,15.857,atk-007,attack,41,16,503,3.3,,
2026-09-08T19:21:50.237878+00:00,15.907,atk-008,attack,35,16,503,2.67,,
2026-09-08T19:21:50.289093+00:00,15.958,atk-009,attack,55,16,503,2.93,,
2026-09-08T19:21:50.301195+00:00,15.97,atk-001,attack,36,16,200,1032.14,328.14,
2026-09-08T19:21:50.339567+00:00,16.009,atk-010,attack,41,16,503,3.06,,
2026-09-08T19:21:50.390246+00:00,16.059,atk-011,attack,36,16,503,3.33,,
2026-09-08T19:21:50.440171+00:00,16.109,atk-000,attack,55,16,429,2.96,,
2026-09-08T19:21:50.494318+00:00,16.163,atk-001,attack,35,16,429,6.79,,
2026-09-08T19:21:50.494567+00:00,16.164,atk-002,attack,41,16,200,1174.61,357.84,
2026-09-08T19:21:50.541339+00:00,16.21,atk-002,attack,41,16,429,3.32,,
2026-09-08T19:21:50.592228+00:00,16.261,atk-003,attack,55,16,429,3.52,,
2026-09-08T19:21:50.633870+00:00,16.303,atk-003,attack,55,16,200,1263.21,331.3,
2026-09-08T19:21:50.642232+00:00,16.311,atk-004,attack,58,16,429,3.05,,
2026-09-08T19:21:50.693028+00:00,16.362,atk-005,attack,58,16,429,3.43,,
2026-09-08T19:21:50.743709+00:00,16.413,atk-006,attack,41,16,429,3.38,,
2026-09-08T19:21:50.794327+00:00,16.463,atk-007,attack,58,16,429,3.25,,
2026-09-08T19:21:50.845725+00:00,16.515,atk-008,attack,36,16,429,4.06,,
2026-09-08T19:21:50.860282+00:00,16.529,legit-002,legitimate,38,16,200,1438.63,367.52,
2026-09-08T19:21:50.895373+00:00,16.564,atk-009,attack,58,16,429,2.8,,
2026-09-08T19:21:50.947878+00:00,16.617,atk-010,attack,36,16,429,4.14,,
2026-09-08T19:21:50.960822+00:00,16.63,atk-008,attack,36,16,200,1334.91,327.2,
2026-09-08T19:21:50.997519+00:00,16.667,atk-011,attack,35,16,429,3.4,,
2026-09-08T19:21:51.200819+00:00,16.87,atk-003,attack,41,16,503,3.44,,
2026-09-08T19:21:51.212839+00:00,16.882,atk-009,attack,36,16,200,1536.52,351.77,
2026-09-08T19:21:51.302239+00:00,16.971,atk-005,attack,38,16,503,3.43,,
2026-09-08T19:21:51.326079+00:00,16.995,atk-011,attack,38,16,200,1548.45,365.2,
2026-09-08T19:21:51.402827+00:00,17.072,atk-007,attack,38,16,503,3.01,,
2026-09-08T19:21:51.453688+00:00,17.123,atk-008,attack,55,16,503,3.57,,
2026-09-08T19:21:51.505667+00:00,17.175,atk-009,attack,55,16,503,4.58,,
2026-09-08T19:21:51.555600+00:00,17.225,atk-010,attack,41,16,503,3.31,,
2026-09-08T19:21:51.596267+00:00,17.265,atk-006,attack,41,16,200,1462.91,383.95,
2026-09-08T19:21:51.656464+00:00,17.326,atk-000,attack,41,16,503,3.11,,
2026-09-08T19:21:51.706677+00:00,17.376,atk-001,attack,38,16,503,2.88,,
2026-09-08T19:21:51.715343+00:00,17.384,legit-001,legitimate,58,16,200,1503.56,389.91,
2026-09-08T19:21:51.758082+00:00,17.427,atk-002,attack,58,16,503,3.45,,
2026-09-08T19:21:51.808589+00:00,17.478,atk-003,attack,38,16,503,3.17,,
2026-09-08T19:21:51.858888+00:00,17.528,atk-004,attack,41,16,503,2.98,,
2026-09-08T19:21:51.909483+00:00,17.579,atk-005,attack,38,16,503,3.28,,
2026-09-08T19:21:51.952775+00:00,17.622,legit-000,legitimate,55,16,200,1522.23,355.76,
2026-09-08T19:21:52.010743+00:00,17.68,atk-007,attack,38,16,503,3.25,,
2026-09-08T19:21:52.040744+00:00,17.71,legit-003,legitimate,35,16,200,1198.18,324.94,
2026-09-08T19:21:52.111345+00:00,17.78,atk-009,attack,58,16,503,2.89,,
2026-09-08T19:21:52.162430+00:00,17.831,atk-010,attack,35,16,503,2.73,,
2026-09-08T19:21:52.213894+00:00,17.883,atk-011,attack,41,16,503,3.11,,
2026-09-08T19:21:52.264121+00:00,17.933,atk-000,attack,55,16,429,2.94,,
2026-09-08T19:21:52.286761+00:00,17.956,atk-000,attack,55,16,200,1241.84,335.26,
2026-09-08T19:21:52.314604+00:00,17.984,atk-001,attack,41,16,429,2.57,,
2026-09-08T19:21:52.365707+00:00,18.035,atk-002,attack,58,16,429,2.82,,
2026-09-08T19:21:52.389226+00:00,18.058,atk-001,attack,35,16,200,1293.17,348.88,
2026-09-08T19:21:52.416247+00:00,18.085,atk-003,attack,55,16,429,2.69,,
2026-09-08T19:21:52.466368+00:00,18.135,atk-004,attack,35,16,429,2.47,,
2026-09-08T19:21:52.517735+00:00,18.187,atk-005,attack,41,16,429,3.02,,
2026-09-08T19:21:52.568363+00:00,18.237,atk-006,attack,35,16,429,2.59,,
2026-09-08T19:21:52.619837+00:00,18.289,atk-007,attack,41,16,429,2.93,,
2026-09-08T19:21:52.644986+00:00,18.314,atk-002,attack,38,16,200,1498.01,358.84,
2026-09-08T19:21:52.670008+00:00,18.339,atk-008,attack,38,16,429,2.73,,
2026-09-08T19:21:52.721152+00:00,18.39,atk-009,attack,38,16,429,2.84,,
2026-09-08T19:21:52.769602+00:00,18.439,atk-004,attack,41,16,200,1521.49,379.4,
2026-09-08T19:21:52.772249+00:00,18.441,atk-010,attack,58,16,429,2.62,,
2026-09-08T19:21:52.823725+00:00,18.493,atk-011,attack,35,16,429,3.08,,
2026-09-08T19:21:53.026499+00:00,18.696,atk-003,attack,35,16,503,3.01,,
2026-09-08T19:21:53.034237+00:00,18.703,atk-006,attack,36,16,200,1684.92,387.97,
2026-09-08T19:21:53.130649+00:00,18.8,atk-005,attack,38,16,503,5.56,,
2026-09-08T19:21:53.130793+00:00,18.8,atk-011,attack,55,16,200,1528.19,360.71,
2026-09-08T19:21:53.229712+00:00,18.899,atk-007,attack,58,16,503,2.93,,
2026-09-08T19:21:53.282218+00:00,18.951,atk-008,attack,38,16,503,4.66,,
2026-09-08T19:21:53.331665+00:00,19.001,atk-009,attack,38,16,503,3.11,,
2026-09-08T19:21:53.378538+00:00,19.048,atk-006,attack,36,16,200,1421.54,343.21,
2026-09-08T19:21:53.381174+00:00,19.05,atk-010,attack,35,16,503,2.55,,
2026-09-08T19:21:53.432482+00:00,19.102,atk-011,attack,58,16,503,2.98,,
2026-09-08T19:21:53.482962+00:00,19.152,atk-000,attack,38,16,503,3.24,,
2026-09-08T19:21:53.518153+00:00,19.187,atk-008,attack,36,16,200,1460.18,386.78,
2026-09-08T19:21:53.535089+00:00,19.204,atk-001,attack,41,16,503,4.64,,
2026-09-08T19:21:53.584900+00:00,19.254,atk-002,attack,41,16,503,3.74,,
2026-09-08T19:21:53.635379+00:00,19.304,atk-003,attack,41,16,503,3.14,,
2026-09-08T19:21:53.686509+00:00,19.356,atk-004,attack,55,16,503,3.74,,
2026-09-08T19:21:53.737058+00:00,19.406,atk-005,attack,35,16,503,3.23,,
2026-09-08T19:21:53.756149+00:00,19.425,legit-002,legitimate,55,16,200,1298.67,377.72,
2026-09-08T19:21:53.787586+00:00,19.457,atk-006,attack,41,16,503,3.13,,
2026-09-08T19:21:53.838054+00:00,19.507,atk-007,attack,36,16,503,3.15,,
